nutrition,measure,food_product,value
"Zinc, Zn",MG,Pea,0.2727272727272727
"Zinc, Zn",MG,Peanut Butter,0.18181818181818182
"Zinc, Zn",MG,Pear,0.0
"Zinc, Zn",MG,Pecan,0.36363636363636365
"Zinc, Zn",MG,Persimmon,0.0
"Zinc, Zn",MG,Pine Nut,0.5454545454545454
"Zinc, Zn",MG,Plantain,0.0
"Zinc, Zn",MG,Plum,0.0
"Zinc, Zn",MG,Poppy,0.0
"Zinc, Zn",MG,Pork Chop,0.09090909090909091
"Zinc, Zn",MG,Pork Rib,0.18181818181818182
"Zinc, Zn",MG,Port,0.18181818181818182
"Zinc, Zn",MG,Potato,0.0
"Zinc, Zn",MG,Poultry,0.0
"Zinc, Zn",MG,Poultry Sausage,0.0
"Zinc, Zn",MG,Quail,0.2727272727272727
"Zinc, Zn",MG,Quince,0.0
"Zinc, Zn",MG,Rabbit,0.18181818181818182
"Zinc, Zn",MG,Rack Of Lamb,0.18181818181818182
"Zinc, Zn",MG,Radicchio,0.0
"Zinc, Zn",MG,Radish,0.0
"Zinc, Zn",MG,Red Wine,0.0
"Zinc, Zn",MG,Rhubarb,0.0
"Zinc, Zn",MG,Ricotta,0.0
"Zinc, Zn",MG,Roast,0.6363636363636364
"Zinc, Zn",MG,Root Vegetable,0.0
"Zinc, Zn",MG,Rum,0.0
"Zinc, Zn",MG,Saffron,0.09090909090909091
"Zinc, Zn",MG,Sake,0.0
"Zinc, Zn",MG,Sardine,0.09090909090909091
"Zinc, Zn",MG,Scallop,0.0
"Zinc, Zn",MG,Scotch,0.0
"Zinc, Zn",MG,Seed,0.0
"Zinc, Zn",MG,Sesame,0.0
"Zinc, Zn",MG,Sesame Oil,0.0
"Zinc, Zn",MG,Shallot,0.0
"Zinc, Zn",MG,Shellfish,0.09090909090909091
"Zinc, Zn",MG,Sorbet,0.0
"Zinc, Zn",MG,Soy,0.09090909090909091
"Zinc, Zn",MG,Soy Sauce,0.0
"Zinc, Zn",MG,Sparkling Wine,0.0
"Zinc, Zn",MG,Spice,0.18181818181818182
"Zinc, Zn",MG,Squash,0.0
"Zinc, Zn",MG,Swordfish,0.0
"Zinc, Zn",MG,Tamarind,0.0
"Zinc, Zn",MG,Tequila,0.0
"Zinc, Zn",MG,Tomatillo,0.0
"Zinc, Zn",MG,Tropical Fruit,0.0
"Zinc, Zn",MG,Trout,0.0
"Zinc, Zn",MG,Turnip,0.0
"Zinc, Zn",MG,Vanilla,0.0
"Zinc, Zn",MG,Veal,0.09090909090909091
"Zinc, Zn",MG,Vegetable,0.0
"Zinc, Zn",MG,Venison,0.09090909090909091
"Zinc, Zn",MG,Vinegar,0.0
"Zinc, Zn",MG,Vodka,0.0
"Zinc, Zn",MG,Wasabi,0.0
"Zinc, Zn",MG,Watercress,0.0
"Zinc, Zn",MG,Wedding,0.0
"Zinc, Zn",MG,Whiskey,0.0
"Zinc, Zn",MG,White Wine,0.0
"Zinc, Zn",MG,Wild Rice,0.2727272727272727
"Zinc, Zn",MG,Wine,0.0
"Zinc, Zn",MG,Wok,0.0
"Copper, Cu",MG,Almond,0.0
"Copper, Cu",MG,Anchovy,0.0
"Copper, Cu",MG,Anise,0.0
"Copper, Cu",MG,Asian Pear,0.0
"Copper, Cu",MG,Avocado,0.0
"Copper, Cu",MG,Barley,0.0
"Copper, Cu",MG,Bass,0.0
"Copper, Cu",MG,Bean,0.0
"Copper, Cu",MG,Beef Rib,0.0
"Copper, Cu",MG,Beef Shank,0.0
"Copper, Cu",MG,Beer,0.0
"Copper, Cu",MG,Beet,0.0
"Copper, Cu",MG,Bell Pepper,0.0
"Copper, Cu",MG,Berry,0.0
"Copper, Cu",MG,Bitters,0.0
"Copper, Cu",MG,Bran,0.0
"Copper, Cu",MG,Brandy,0.0
"Copper, Cu",MG,Brisket,0.0
"Copper, Cu",MG,Brussel Sprout,0.0
"Copper, Cu",MG,Cabbage,0.0
"Copper, Cu",MG,Caraway,0.0
"Copper, Cu",MG,Carrot,0.0
"Copper, Cu",MG,Champagne,0.0
"Copper, Cu",MG,Chard,0.0
"Copper, Cu",MG,Chartreuse,0.0
"Copper, Cu",MG,Chile,0.0
"Copper, Cu",MG,Chile Pepper,0.0
"Copper, Cu",MG,Chill,0.0
"Copper, Cu",MG,Chive,0.0
"Copper, Cu",MG,Citrus,0.0
"Copper, Cu",MG,Clam,0.0
"Copper, Cu",MG,Clove,0.0
"Copper, Cu",MG,Coriander,0.0
"Copper, Cu",MG,Crab,0.0
"Copper, Cu",MG,Cranberry Sauce,0.0
"Copper, Cu",MG,Cucumber,0.0
"Copper, Cu",MG,Cumin,0.0
"Copper, Cu",MG,Currant,0.0
"Copper, Cu",MG,Date,0.0
"Copper, Cu",MG,Dill,0.0
"Copper, Cu",MG,Dried Fruit,0.0
"Copper, Cu",MG,Duck,0.0
"Copper, Cu",MG,Eau De Vie,0.0
"Copper, Cu",MG,Eggplant,0.0
"Copper, Cu",MG,Endive,0.0
"Copper, Cu",MG,Fennel,0.0
"Copper, Cu",MG,Fish,0.0
"Copper, Cu",MG,Fontina,0.0
"Copper, Cu",MG,Gin,0.0
"Copper, Cu",MG,Grains,0.0
"Copper, Cu",MG,Ham,0.0
"Copper, Cu",MG,Herb,0.0
"Copper, Cu",MG,Honey,0.0
"Copper, Cu",MG,Honeydew,0.0
"Copper, Cu",MG,Horseradish,0.0
"Copper, Cu",MG,Jerusalem Artichoke,0.0
"Copper, Cu",MG,Kale,0.0
"Copper, Cu",MG,Kirsch,0.0
"Copper, Cu",MG,Kumquat,0.0
"Copper, Cu",MG,Lamb,0.0
"Copper, Cu",MG,Lamb Chop,0.0
"Copper, Cu",MG,Lamb Shank,0.0
"Copper, Cu",MG,Leafy Green,0.0
"Copper, Cu",MG,Leek,0.0
"Copper, Cu",MG,Lentil,0.0
"Copper, Cu",MG,Lettuce,0.0
"Copper, Cu",MG,Lima Bean,0.0
"Copper, Cu",MG,Lime,0.0
"Copper, Cu",MG,Lime Juice,0.0
"Copper, Cu",MG,Liqueur,0.0
"Copper, Cu",MG,Lobster,1.1111111111111112
"Copper, Cu",MG,Lychee,0.0
"Copper, Cu",MG,Macadamia Nut,0.0
"Copper, Cu",MG,Margarita,0.0
"Copper, Cu",MG,Melon,0.0
"Copper, Cu",MG,Molasses,0.0
"Copper, Cu",MG,Mussel,0.0
"Copper, Cu",MG,Mustard,0.0
"Copper, Cu",MG,Nectarine,0.0
"Copper, Cu",MG,Nut,2.2222222222222223
"Copper, Cu",MG,Oat,0.0
"Copper, Cu",MG,Octopus,0.0
"Copper, Cu",MG,Olive,0.0
"Copper, Cu",MG,Organic,0.0
"Copper, Cu",MG,Oyster,0.0
"Copper, Cu",MG,Parmesan,0.0
"Copper, Cu",MG,Parsnip,0.0
"Copper, Cu",MG,Pea,0.0
"Copper, Cu",MG,Peanut Butter,0.0
"Copper, Cu",MG,Pear,0.0
"Copper, Cu",MG,Pecan,1.1111111111111112
"Copper, Cu",MG,Persimmon,0.0
"Copper, Cu",MG,Pine Nut,1.1111111111111112
"Copper, Cu",MG,Pistachio,1.1111111111111112
"Copper, Cu",MG,Plantain,0.0
"Copper, Cu",MG,Plum,0.0
"Copper, Cu",MG,Poppy,0.0
"Copper, Cu",MG,Pork Chop,0.0
"Copper, Cu",MG,Pork Rib,0.0
"Copper, Cu",MG,Port,0.0
"Copper, Cu",MG,Potato,0.0
"Copper, Cu",MG,Poultry,0.0
"Copper, Cu",MG,Poultry Sausage,0.0
"Copper, Cu",MG,Quail,0.0
"Copper, Cu",MG,Quince,0.0
"Copper, Cu",MG,Rabbit,0.0
"Copper, Cu",MG,Rack Of Lamb,0.0
"Copper, Cu",MG,Radicchio,0.0
"Copper, Cu",MG,Radish,0.0
"Copper, Cu",MG,Red Wine,0.0
"Copper, Cu",MG,Rhubarb,0.0
"Copper, Cu",MG,Ricotta,0.0
"Copper, Cu",MG,Roast,0.0
"Copper, Cu",MG,Root Vegetable,0.0
"Copper, Cu",MG,Rum,0.0
"Copper, Cu",MG,Saffron,0.0
"Copper, Cu",MG,Sake,0.0
"Copper, Cu",MG,Sardine,0.0
"Copper, Cu",MG,Scallop,0.0
"Copper, Cu",MG,Scotch,0.0
"Copper, Cu",MG,Seed,1.1111111111111112
"Copper, Cu",MG,Sesame,0.0
"Copper, Cu",MG,Sesame Oil,0.0
"Copper, Cu",MG,Shallot,0.0
"Copper, Cu",MG,Shellfish,0.0
"Copper, Cu",MG,Sorbet,0.0
"Copper, Cu",MG,Soy,2.2222222222222223
"Copper, Cu",MG,Soy Sauce,0.0
"Copper, Cu",MG,Sparkling Wine,0.0
"Copper, Cu",MG,Spice,0.0
"Copper, Cu",MG,Squash,0.0
"Copper, Cu",MG,Swordfish,0.0
"Copper, Cu",MG,Tamarind,0.0
"Copper, Cu",MG,Tequila,0.0
"Copper, Cu",MG,Tomatillo,0.0
"Copper, Cu",MG,Tropical Fruit,0.0
"Copper, Cu",MG,Trout,0.0
"Copper, Cu",MG,Turnip,0.0
"Copper, Cu",MG,Vanilla,0.0
"Copper, Cu",MG,Veal,0.0
"Copper, Cu",MG,Vegetable,0.0
"Copper, Cu",MG,Venison,0.0
"Copper, Cu",MG,Vinegar,0.0
"Copper, Cu",MG,Vodka,0.0
"Copper, Cu",MG,Wasabi,0.0
"Copper, Cu",MG,Watercress,0.0
"Copper, Cu",MG,Wedding,0.0
"Copper, Cu",MG,Whiskey,0.0
"Copper, Cu",MG,White Wine,0.0
"Copper, Cu",MG,Wine,0.0
"Copper, Cu",MG,Wok,0.0
"Selenium, Se",UG,Almond,0.03636363636363636
"Selenium, Se",UG,Anchovy,1.2363636363636363
"Selenium, Se",UG,Anise,0.09090909090909091
"Selenium, Se",UG,Asian Pear,0.0
"Selenium, Se",UG,Avocado,0.01818181818181818
"Selenium, Se",UG,Barley,0.14545454545454545
"Selenium, Se",UG,Bass,0.5454545454545454
"Selenium, Se",UG,Bean,0.12727272727272726
"Selenium, Se",UG,Beef Rib,0.03636363636363636
"Selenium, Se",UG,Beef Shank,0.3090909090909091
"Selenium, Se",UG,Beer,0.0
"Selenium, Se",UG,Beet,0.01818181818181818
"Selenium, Se",UG,Bell Pepper,0.0
"Selenium, Se",UG,Berry,0.0
"Selenium, Se",UG,Bitters,0.0
"Selenium, Se",UG,Bran,0.5636363636363636
"Selenium, Se",UG,Brandy,0.0
"Selenium, Se",UG,Brisket,0.4909090909090909
"Selenium, Se",UG,Brussel Sprout,0.01818181818181818
"Selenium, Se",UG,Cabbage,0.0
"Selenium, Se",UG,Caraway,0.2545454545454545
"Selenium, Se",UG,Carrot,0.0
"Selenium, Se",UG,Champagne,0.0
"Selenium, Se",UG,Chard,0.0
"Selenium, Se",UG,Chartreuse,0.0
"Selenium, Se",UG,Chile,0.12727272727272726
"Selenium, Se",UG,Chile Pepper,0.05454545454545454
"Selenium, Se",UG,Chill,0.0
"Selenium, Se",UG,Chive,0.0
"Selenium, Se",UG,Citrus,0.0
"Selenium, Se",UG,Clam,0.38181818181818183
"Selenium, Se",UG,Clove,0.12727272727272726
"Selenium, Se",UG,Coriander,0.4727272727272727
"Selenium, Se",UG,Crab,0.7636363636363637
"Selenium, Se",UG,Cranberry Sauce,0.0
"Selenium, Se",UG,Cucumber,0.0
"Selenium, Se",UG,Cumin,0.09090909090909091
"Selenium, Se",UG,Currant,0.0
"Selenium, Se",UG,Date,0.05454545454545454
"Selenium, Se",UG,Dried Fruit,0.0
"Selenium, Se",UG,Duck,0.01818181818181818
"Selenium, Se",UG,Eau De Vie,0.03636363636363636
"Selenium, Se",UG,Eggplant,0.12727272727272726
"Selenium, Se",UG,Endive,0.0
"Selenium, Se",UG,Fennel,0.0
"Selenium, Se",UG,Fish,0.2727272727272727
"Selenium, Se",UG,Fontina,0.2545454545454545
"Selenium, Se",UG,Gin,0.0
"Selenium, Se",UG,Goose,0.0
"Selenium, Se",UG,Grains,0.23636363636363636
"Selenium, Se",UG,Ham,0.6
"Selenium, Se",UG,Herb,0.0
"Selenium, Se",UG,Honey,0.0
"Selenium, Se",UG,Honeydew,0.0
"Selenium, Se",UG,Horseradish,0.03636363636363636
"Selenium, Se",UG,Jerusalem Artichoke,0.0
"Selenium, Se",UG,Kirsch,0.0
"Selenium, Se",UG,Kumquat,0.0
"Selenium, Se",UG,Lamb,0.5272727272727272
"Selenium, Se",UG,Lamb Chop,0.5272727272727272
"Selenium, Se",UG,Lamb Shank,0.10909090909090909
"Selenium, Se",UG,Leafy Green,0.01818181818181818
"Selenium, Se",UG,Leek,0.01818181818181818
"Selenium, Se",UG,Lentil,0.01818181818181818
"Selenium, Se",UG,Lettuce,0.0
"Selenium, Se",UG,Lima Bean,0.07272727272727272
"Selenium, Se",UG,Lime,0.34545454545454546
"Selenium, Se",UG,Lime Juice,0.0
"Selenium, Se",UG,Liqueur,0.0
"Selenium, Se",UG,Lobster,1.4545454545454546
"Selenium, Se",UG,Lychee,0.0
"Selenium, Se",UG,Macadamia Nut,0.05454545454545454
"Selenium, Se",UG,Margarita,0.0
"Selenium, Se",UG,Molasses,0.3090909090909091
"Selenium, Se",UG,Mussel,1.018181818181818
"Selenium, Se",UG,Mustard,0.6181818181818182
"Selenium, Se",UG,Nectarine,0.0
"Selenium, Se",UG,Nut,0.34545454545454546
"Selenium, Se",UG,Nutmeg,0.0
"Selenium, Se",UG,Oat,0.509090909090909
"Selenium, Se",UG,Octopus,0.6727272727272727
"Selenium, Se",UG,Olive,0.0
"Selenium, Se",UG,Organic,0.01818181818181818
"Selenium, Se",UG,Oyster,0.21818181818181817
"Selenium, Se",UG,Parmesan,0.6181818181818182
"Selenium, Se",UG,Parsnip,0.01818181818181818
"Selenium, Se",UG,Pea,0.12727272727272726
"Selenium, Se",UG,Peanut Butter,0.07272727272727272
"Selenium, Se",UG,Pear,0.0
"Selenium, Se",UG,Pecan,0.05454545454545454
"Selenium, Se",UG,Persimmon,0.01818181818181818
"Selenium, Se",UG,Pine Nut,0.0
"Selenium, Se",UG,Plantain,0.0
"Selenium, Se",UG,Plum,0.0
"Selenium, Se",UG,Poppy,0.01818181818181818
"Selenium, Se",UG,Pork Chop,0.7272727272727273
"Selenium, Se",UG,Pork Rib,0.4
"Selenium, Se",UG,Port,0.2545454545454545
"Selenium, Se",UG,Potato,0.10909090909090909
"Selenium, Se",UG,Poultry,0.0
"Selenium, Se",UG,Poultry Sausage,0.0
"Selenium, Se",UG,Quail,0.38181818181818183
"Selenium, Se",UG,Quince,0.0
"Selenium, Se",UG,Rabbit,0.6909090909090909
"Selenium, Se",UG,Rack Of Lamb,0.03636363636363636
"Selenium, Se",UG,Radish,0.0
"Selenium, Se",UG,Red Wine,0.0
"Selenium, Se",UG,Rhubarb,0.01818181818181818
"Selenium, Se",UG,Ricotta,0.2
"Selenium, Se",UG,Roast,0.5454545454545454
"Selenium, Se",UG,Root Vegetable,0.0
"Selenium, Se",UG,Rum,0.0
"Selenium, Se",UG,Saffron,0.09090909090909091
"Selenium, Se",UG,Sake,0.01818181818181818
"Selenium, Se",UG,Sardine,0.7090909090909091
"Selenium, Se",UG,Scallop,0.21818181818181817
"Selenium, Se",UG,Scotch,0.0
"Selenium, Se",UG,Sesame,0.01818181818181818
"Selenium, Se",UG,Sesame Oil,0.0
"Selenium, Se",UG,Shallot,0.01818181818181818
"Selenium, Se",UG,Shellfish,0.6
"Selenium, Se",UG,Sorbet,0.0
"Selenium, Se",UG,Soy,0.21818181818181817
"Selenium, Se",UG,Soy Sauce,0.0
"Selenium, Se",UG,Sparkling Wine,0.01818181818181818
"Selenium, Se",UG,Spice,0.16363636363636364
"Selenium, Se",UG,Squash,0.0
"Selenium, Se",UG,Swordfish,1.1272727272727272
"Selenium, Se",UG,Tamarind,0.01818181818181818
"Selenium, Se",UG,Tequila,0.0
"Selenium, Se",UG,Tomatillo,0.0
"Selenium, Se",UG,Tropical Fruit,0.0
"Selenium, Se",UG,Trout,0.38181818181818183
"Selenium, Se",UG,Turnip,0.0
"Selenium, Se",UG,Vanilla,0.05454545454545454
"Selenium, Se",UG,Veal,0.16363636363636364
"Selenium, Se",UG,Vegetable,0.0
"Selenium, Se",UG,Venison,0.2
"Selenium, Se",UG,Vinegar,0.0
"Selenium, Se",UG,Vodka,0.0
"Selenium, Se",UG,Wasabi,0.03636363636363636
"Selenium, Se",UG,Watercress,0.0
"Selenium, Se",UG,Wedding,0.10909090909090909
"Selenium, Se",UG,Whiskey,0.0
"Selenium, Se",UG,White Wine,0.0
"Selenium, Se",UG,Wine,0.01818181818181818
"Selenium, Se",UG,Wok,0.0
"Vitamin A, RAE",UG,Almond,0.0
"Vitamin A, RAE",UG,Anchovy,0.013333333333333334
"Vitamin A, RAE",UG,Anise,0.017777777777777778
"Vitamin A, RAE",UG,Asian Pear,0.0
"Vitamin A, RAE",UG,Avocado,0.011111111111111112
"Vitamin A, RAE",UG,Barley,0.02666666666666667
"Vitamin A, RAE",UG,Bass,0.035555555555555556
"Vitamin A, RAE",UG,Bean,0.0
"Vitamin A, RAE",UG,Beef Rib,0.008888888888888889
"Vitamin A, RAE",UG,Beef Shank,0.0
"Vitamin A, RAE",UG,Beer,0.0
"Vitamin A, RAE",UG,Beet,0.0022222222222222222
"Vitamin A, RAE",UG,Berry,0.0022222222222222222
"Vitamin A, RAE",UG,Bitters,0.01888888888888889
"Vitamin A, RAE",UG,Bran,0.0
"Vitamin A, RAE",UG,Brandy,0.0
"Vitamin A, RAE",UG,Brisket,0.0011111111111111111
"Vitamin A, RAE",UG,Brussel Sprout,0.042222222222222223
"Vitamin A, RAE",UG,Cabbage,0.005555555555555556
"Vitamin A, RAE",UG,Caraway,0.3011111111111111
"Vitamin A, RAE",UG,Carrot,0.9277777777777778
"Vitamin A, RAE",UG,Champagne,0.0
"Vitamin A, RAE",UG,Chard,0.35
"Vitamin A, RAE",UG,Chartreuse,0.0
"Vitamin A, RAE",UG,Chile,0.07888888888888888
"Vitamin A, RAE",UG,Chile Pepper,1.4666666666666666
"Vitamin A, RAE",UG,Chill,0.0022222222222222222
"Vitamin A, RAE",UG,Chive,0.24222222222222223
"Vitamin A, RAE",UG,Citrus,0.0
"Vitamin A, RAE",UG,Clam,0.07333333333333333
"Vitamin A, RAE",UG,Clove,0.008888888888888889
"Vitamin A, RAE",UG,Coriander,0.0
"Vitamin A, RAE",UG,Crab,0.0011111111111111111
"Vitamin A, RAE",UG,Cranberry Sauce,0.0022222222222222222
"Vitamin A, RAE",UG,Cucumber,0.0033333333333333335
"Vitamin A, RAE",UG,Cumin,0.07111111111111111
"Vitamin A, RAE",UG,Currant,0.0044444444444444444
"Vitamin A, RAE",UG,Date,0.0
"Vitamin A, RAE",UG,Dill,0.0044444444444444444
"Vitamin A, RAE",UG,Dried Fruit,0.027777777777777776
"Vitamin A, RAE",UG,Duck,0.008888888888888889
"Vitamin A, RAE",UG,Eau De Vie,0.08222222222222222
"Vitamin A, RAE",UG,Eggplant,0.0077777777777777776
"Vitamin A, RAE",UG,Endive,0.12
"Vitamin A, RAE",UG,Fennel,0.07222222222222222
"Vitamin A, RAE",UG,Fish,0.0044444444444444444
"Vitamin A, RAE",UG,Fontina,0.29
"Vitamin A, RAE",UG,Gin,0.0
"Vitamin A, RAE",UG,Goose,0.0
"Vitamin A, RAE",UG,Grains,0.0011111111111111111
"Vitamin A, RAE",UG,Ham,0.014444444444444444
"Vitamin A, RAE",UG,Herb,0.0011111111111111111
"Vitamin A, RAE",UG,Honey,0.0
"Vitamin A, RAE",UG,Honeydew,0.0033333333333333335
"Vitamin A, RAE",UG,Horseradish,0.0
"Vitamin A, RAE",UG,Jerusalem Artichoke,0.0011111111111111111
"Vitamin A, RAE",UG,Kirsch,0.0
"Vitamin A, RAE",UG,Kumquat,0.016666666666666666
"Vitamin A, RAE",UG,Lamb,0.0
"Vitamin A, RAE",UG,Lamb Chop,0.0
"Vitamin A, RAE",UG,Lamb Shank,0.008888888888888889
"Vitamin A, RAE",UG,Leafy Green,0.06222222222222222
"Vitamin A, RAE",UG,Leek,0.10444444444444445
"Vitamin A, RAE",UG,Lentil,0.04
"Vitamin A, RAE",UG,Lettuce,0.22
"Vitamin A, RAE",UG,Lima Bean,0.0
"Vitamin A, RAE",UG,Lime,0.12222222222222222
"Vitamin A, RAE",UG,Lime Juice,0.0022222222222222222
"Vitamin A, RAE",UG,Liqueur,0.0
"Vitamin A, RAE",UG,Lobster,0.0011111111111111111
"Vitamin A, RAE",UG,Lychee,0.0
"Vitamin A, RAE",UG,Macadamia Nut,0.0
"Vitamin A, RAE",UG,Margarita,0.0
"Vitamin A, RAE",UG,Melon,0.0077777777777777776
"Vitamin A, RAE",UG,Molasses,0.0
"Vitamin A, RAE",UG,Mussel,0.06444444444444444
"Vitamin A, RAE",UG,Mustard,0.0044444444444444444
"Vitamin A, RAE",UG,Nectarine,0.023333333333333334
"Vitamin A, RAE",UG,Nut,0.0
"Vitamin A, RAE",UG,Nutmeg,0.0
"Vitamin A, RAE",UG,Oat,0.0
"Vitamin A, RAE",UG,Octopus,0.03888888888888889
"Vitamin A, RAE",UG,Olive,0.015555555555555555
"Vitamin A, RAE",UG,Organic,0.06555555555555556
"Vitamin A, RAE",UG,Oyster,0.1111111111111111
"Vitamin A, RAE",UG,Parmesan,0.2911111111111111
"Vitamin A, RAE",UG,Parsnip,0.012222222222222223
"Vitamin A, RAE",UG,Pea,0.08555555555555555
"Vitamin A, RAE",UG,Peanut Butter,0.0
"Vitamin A, RAE",UG,Pear,0.0011111111111111111
"Vitamin A, RAE",UG,Pecan,0.0033333333333333335
"Vitamin A, RAE",UG,Persimmon,0.12
"Vitamin A, RAE",UG,Pine Nut,0.0011111111111111111
"Vitamin A, RAE",UG,Plantain,0.07666666666666666
"Vitamin A, RAE",UG,Plum,0.012222222222222223
"Vitamin A, RAE",UG,Poppy,0.056666666666666664
"Vitamin A, RAE",UG,Pork Chop,0.03111111111111111
"Vitamin A, RAE",UG,Pork Rib,0.0077777777777777776
"Vitamin A, RAE",UG,Port,0.35
"Vitamin A, RAE",UG,Potato,0.07111111111111111
"Vitamin A, RAE",UG,Poultry,0.0011111111111111111
"Vitamin A, RAE",UG,Poultry Sausage,0.0011111111111111111
"Vitamin A, RAE",UG,Prune,0.1111111111111111
"Vitamin A, RAE",UG,Quail,0.07777777777777778
"Vitamin A, RAE",UG,Quince,0.0022222222222222222
"Vitamin A, RAE",UG,Rabbit,0.0
"Vitamin A, RAE",UG,Rack Of Lamb,0.0077777777777777776
"Vitamin A, RAE",UG,Radish,0.0
"Vitamin A, RAE",UG,Red Wine,0.0
"Vitamin A, RAE",UG,Rhubarb,0.0044444444444444444
"Vitamin A, RAE",UG,Ricotta,0.13
"Vitamin A, RAE",UG,Roast,0.0044444444444444444
"Vitamin A, RAE",UG,Root Vegetable,0.0
"Vitamin A, RAE",UG,Rum,0.0
"Vitamin A, RAE",UG,Saffron,0.03
"Vitamin A, RAE",UG,Sake,0.0
"Vitamin A, RAE",UG,Sardine,0.02
"Vitamin A, RAE",UG,Scallop,0.0033333333333333335
"Vitamin A, RAE",UG,Scotch,0.0
"Vitamin A, RAE",UG,Seed,0.013333333333333334
"Vitamin A, RAE",UG,Sesame,0.0022222222222222222
"Vitamin A, RAE",UG,Sesame Oil,0.0
"Vitamin A, RAE",UG,Shallot,0.0
"Vitamin A, RAE",UG,Shellfish,0.07
"Vitamin A, RAE",UG,Sorbet,0.0
"Vitamin A, RAE",UG,Soy,0.0
"Vitamin A, RAE",UG,Soy Sauce,0.0
"Vitamin A, RAE",UG,Sparkling Wine,0.0
"Vitamin A, RAE",UG,Spice,0.014444444444444444
"Vitamin A, RAE",UG,Squash,0.01888888888888889
"Vitamin A, RAE",UG,Swordfish,0.06
"Vitamin A, RAE",UG,Tamarind,0.0022222222222222222
"Vitamin A, RAE",UG,Tequila,0.0
"Vitamin A, RAE",UG,Tomatillo,0.006666666666666667
"Vitamin A, RAE",UG,Tropical Fruit,0.0044444444444444444
"Vitamin A, RAE",UG,Trout,0.06333333333333334
"Vitamin A, RAE",UG,Turnip,0.3388888888888889
"Vitamin A, RAE",UG,Vanilla,0.20222222222222222
"Vitamin A, RAE",UG,Veal,0.04777777777777778
"Vitamin A, RAE",UG,Vegetable,0.33666666666666667
"Vitamin A, RAE",UG,Venison,0.021111111111111112
"Vitamin A, RAE",UG,Vinegar,0.0
"Vitamin A, RAE",UG,Vodka,0.0
"Vitamin A, RAE",UG,Wasabi,0.0
"Vitamin A, RAE",UG,Watercress,0.18888888888888888
"Vitamin A, RAE",UG,Wedding,0.06666666666666667
"Vitamin A, RAE",UG,Whiskey,0.0
"Vitamin A, RAE",UG,White Wine,0.0
"Vitamin A, RAE",UG,Wine,0.0
"Vitamin A, RAE",UG,Wok,0.0
Vitamin E (alpha-tocopherol),MG,Almond,1.6
Vitamin E (alpha-tocopherol),MG,Anchovy,0.2
Vitamin E (alpha-tocopherol),MG,Asian Pear,0.0
Vitamin E (alpha-tocopherol),MG,Avocado,0.26666666666666666
Vitamin E (alpha-tocopherol),MG,Barley,0.0
Vitamin E (alpha-tocopherol),MG,Bass,0.13333333333333333
Vitamin E (alpha-tocopherol),MG,Bean,0.0
Vitamin E (alpha-tocopherol),MG,Beef Rib,0.0
Vitamin E (alpha-tocopherol),MG,Beer,0.0
Vitamin E (alpha-tocopherol),MG,Beet,0.0
Vitamin E (alpha-tocopherol),MG,Berry,0.0
Vitamin E (alpha-tocopherol),MG,Bitters,0.0
Vitamin E (alpha-tocopherol),MG,Bran,0.0
Vitamin E (alpha-tocopherol),MG,Brandy,0.0
Vitamin E (alpha-tocopherol),MG,Brisket,0.0
Vitamin E (alpha-tocopherol),MG,Brussel Sprout,0.0
Vitamin E (alpha-tocopherol),MG,Cabbage,0.0
Vitamin E (alpha-tocopherol),MG,Carrot,0.0
Vitamin E (alpha-tocopherol),MG,Champagne,0.0
Vitamin E (alpha-tocopherol),MG,Chard,0.13333333333333333
Vitamin E (alpha-tocopherol),MG,Chartreuse,0.0
Vitamin E (alpha-tocopherol),MG,Chile,0.06666666666666667
Vitamin E (alpha-tocopherol),MG,Chile Pepper,0.2
Vitamin E (alpha-tocopherol),MG,Chill,0.0
Vitamin E (alpha-tocopherol),MG,Chive,0.0
Vitamin E (alpha-tocopherol),MG,Citrus,0.0
Vitamin E (alpha-tocopherol),MG,Clam,0.0
Vitamin E (alpha-tocopherol),MG,Clove,0.5333333333333333
Vitamin E (alpha-tocopherol),MG,Crab,0.06666666666666667
Vitamin E (alpha-tocopherol),MG,Cranberry Sauce,0.0
Vitamin E (alpha-tocopherol),MG,Cucumber,0.0
Vitamin E (alpha-tocopherol),MG,Cumin,0.2
Vitamin E (alpha-tocopherol),MG,Currant,0.0
Vitamin E (alpha-tocopherol),MG,Date,0.0
Vitamin E (alpha-tocopherol),MG,Dill,0.0
Vitamin E (alpha-tocopherol),MG,Dried Fruit,0.06666666666666667
Vitamin E (alpha-tocopherol),MG,Duck,0.0
Vitamin E (alpha-tocopherol),MG,Eau De Vie,0.0
Vitamin E (alpha-tocopherol),MG,Eggplant,0.0
Vitamin E (alpha-tocopherol),MG,Endive,0.0
Vitamin E (alpha-tocopherol),MG,Fennel,0.06666666666666667
Vitamin E (alpha-tocopherol),MG,Fish,0.4
Vitamin E (alpha-tocopherol),MG,Fontina,0.0
Vitamin E (alpha-tocopherol),MG,Gin,0.0
Vitamin E (alpha-tocopherol),MG,Goose,0.13333333333333333
Vitamin E (alpha-tocopherol),MG,Grains,0.0
Vitamin E (alpha-tocopherol),MG,Ham,0.0
Vitamin E (alpha-tocopherol),MG,Herb,0.0
Vitamin E (alpha-tocopherol),MG,Honey,0.0
Vitamin E (alpha-tocopherol),MG,Honeydew,0.0
